1588342458.968		5359	1532	67	3614	146	3663	35	400	0	404
1588342459.400		4796	424	156	4065	151	4128	35	400	0	404
1588342459.830		7474	2562	261	4460	191	4528	35	400	0	404
1588342460.254		14224	1295	131	12379	419	12436	35	400	0	404
1588342460.674		6114	413	68	5480	153	4702	35	400	0	404
1588342461.091		7453	377	66	6163	847	6222	35	400	0	404
1588342461.505		5620	1194	316	3324	786	3540	35	400	0	404
1588342461.915		5688	1192	328	3645	523	3864	35	400	0	404
1588342462.321		5985	1621	851	3328	185	3756	35	400	0	404
1588342462.724		7696	495	1167	5673	361	5746	35	400	0	404
1588342463.125		5534	1122	118	4135	159	4216	35	400	0	404
1588342463.521		5773	456	889	3443	985	3519	35	400	0	404
1588342463.916		5344	677	68	4433	166	4491	35	400	0	404
1588342464.309		14631	9938	105	4445	143	4749	35	400	0	404
1588342464.693		10202	403	65	9650	84	9620	35	400	0	404
1588342465.078		5902	808	412	4509	173	4562	35	400	0	404
1588342465.460		7572	1818	89	5538	127	5592	35	400	0	404
1588342465.841		6995	302	52	6391	250	6422	35	400	0	404
1588342466.216		6929	1841	125	4817	146	4886	35	400	0	404
1588342466.591		7505	331	2110	4917	147	4956	35	400	0	404
1588342466.962		6363	385	1077	4750	151	4795	35	400	0	404
1588342467.332		7313	2238	1373	3261	441	3335	35	400	0	404
1588342467.698		5514	407	65	4891	151	4949	35	400	0	404
1588342468.062		5918	784	82	4696	356	4764	35	400	0	404
1588342468.422		4682	772	172	3540	198	3591	35	400	0	404
1588342468.781		8394	1802	2599	3494	499	3551	35	400	0	404
1588342469.150		7282	1906	115	5116	145	5166	35	400	0	404
1588342469.494		4327	784	100	3267	176	3308	35	400	0	404
1588342469.846		5353	1568	88	3440	257	3497	35	400	0	404
1588342470.196		6546	1404	1278	3420	444	3467	35	400	0	404
1588342470.544		6577	1371	1054	3847	305	3896	35	400	0	404
1588342470.891		7510	1976	115	5279	140	5357	35	400	0	404
1588342471.235		5532	414	926	3706	486	3319	35	400	0	404
1588342471.577		8273	2126	83	5612	452	6368	35	400	0	404
1588342471.916		5026	1049	472	2858	647	2916	35	400	0	404
1588342472.255		6657	475	122	4743	1317	4625	35	400	0	404
1588342472.590		4685	1058	607	2857	163	2924	35	400	0	404
1588342472.926		16480	1043	140	13221	2076	12038	35	400	0	404
1588342473.257		8844	525	616	7375	328	7314	35	400	0	404
1588342473.588		5456	1024	239	3738	455	3779	35	400	0	404
1588342473.917		6762	1245	122	4473	922	4497	35	400	0	404
1588342474.244		5362	1540	129	3534	159	3580	35	400	0	404
1588342474.569		6798	383	71	5945	399	6010	35	400	0	404
1588342474.892		8012	1395	634	5654	329	5752	35	400	0	404
1588342475.214		5263	1456	941	2564	302	2618	35	400	0	404
1588342475.534		13205	1750	870	8977	1608	9657	35	400	0	404
1588342475.854		9322	1045	137	7953	187	8009	35	400	0	404
1588342476.171		6638	838	424	4901	475	4850	35	400	0	404
1588342476.485		6831	1928	831	3646	426	3566	35	400	0	404
1588342476.800		51420	623	55	50578	164	50666	35	400	0	404
1588342477.113		9483	851	118	8231	283	8215	35	400	0	404
1588342477.423		9515	4671	815	3688	341	3735	35	400	0	404
1588342477.732		7782	344	55	7226	157	7273	35	400	0	404
1588342478.040		4458	336	114	3786	222	3831	35	400	0	404
1588342478.347		13859	1650	143	11870	196	12011	35	400	0	404
1588342478.652		9252	409	193	8318	332	8372	35	400	0	404
1588342478.955		6684	416	1045	4345	878	4401	35	400	0	404
1588342479.258		4846	806	68	3724	248	3687	35	400	0	404
1588342479.559		4224	914	160	3005	145	3089	35	400	0	404
1588342479.858		6875	435	78	6170	192	6122	35	400	0	404
1588342480.155		5468	440	1190	3690	148	3755	35	400	0	404
1588342480.453		5627	459	86	4597	485	4666	35	400	0	404
1588342480.749		5012	822	80	3794	316	3856	35	400	0	404
1588342481.043		5589	1654	100	3299	536	3374	35	400	0	404
1588342481.336		5065	448	71	4419	127	4142	35	400	0	404
1588342481.627		5227	1020	102	3865	240	3973	35	400	0	404
1588342481.917		5466	398	66	4454	548	4138	35	400	0	404
1588342482.208		7180	421	1153	5410	196	5420	35	400	0	404
1588342482.496		5249	466	445	3840	498	3903	35	400	0	404
1588342482.782		5660	1222	340	3414	684	3697	35	400	0	404
1588342483.068		4863	357	53	4293	160	4339	35	400	0	404
1588342483.352		7881	504	86	6170	1121	6099	35	400	0	404
1588342483.635		5915	1455	993	3130	337	3178	35	400	0	404
1588342483.918		8374	2192	1143	4693	346	4754	35	400	0	404
1588342484.236		13216	692	63	12312	149	12380	35	400	0	404
1588342484.479		5477	897	212	4215	153	4277	35	400	0	404
1588342484.758		6918	1791	128	4845	154	4902	35	400	0	404
1588342485.037		9281	448	266	7266	1301	7236	35	400	0	404
1588342485.313		8790	2559	1855	3949	427	4045	35	400	0	404
1588342485.588		5208	452	288	3907	561	3968	35	400	0	404
1588342485.864		8814	373	3569	4254	618	4307	35	400	0	404
1588342486.138		8383	2035	279	5599	470	7191	35	400	0	404
1588342486.409		7385	1643	125	5449	168	5517	35	400	0	404
1588342486.681		4952	702	55	3958	237	4005	35	400	0	404
1588342486.953		6909	460	1850	4432	167	4529	35	400	0	404
1588342487.221		6564	1954	185	4282	143	4464	35	400	0	404
1588342487.490		5322	411	63	4693	155	4760	35	400	0	404
1588342487.758		5016	421	77	4379	139	4444	35	400	0	404
1588342488.024		6702	1690	1298	3392	322	3450	35	400	0	404
1588342488.291		4847	415	64	4208	160	4269	35	400	0	404
1588342488.557		8725	2500	389	5674	162	5748	35	400	0	404
1588342488.820		4289	777	176	3197	139	3136	35	400	0	404
1588342489.083		6705	1710	102	4746	147	4795	35	400	0	404
1588342489.344		7575	2745	945	3543	342	3587	35	400	0	404
1588342489.607		6161	1734	121	4161	145	4272	35	400	0	404
1588342489.866		6604	1559	148	4750	147	4918	35	400	0	404
1588342490.127		4777	339	54	4222	162	4264	35	400	0	404
1588342490.384		6786	436	92	5314	944	5004	35	400	0	404
1588342490.642		5537	1159	105	4119	154	4166	35	400	0	404
1588342490.899		6577	1662	347	4205	363	4148	35	400	0	404
1588342491.155		6839	1074	123	5500	142	5727	35	400	0	404
1588342491.411		5183	1195	123	3718	147	3978	35	400	0	404
1588342491.665		4936	340	1084	2484	1028	2529	35	400	0	404
1588342491.918		5344	542	228	4263	311	4374	35	400	0	404
1588342492.172		8096	344	4249	3179	324	3222	35	400	0	404
1588342492.423		6410	1867	126	4267	150	4329	35	400	0	404
1588342492.674		8701	733	55	7756	157	7733	35	400	0	404
1588342492.926		6958	423	1854	4321	360	4379	35	400	0	404
1588342493.174		5995	1567	108	3930	390	3980	35	400	0	404
1588342493.423		6412	414	66	5592	340	5063	35	400	0	404
1588342493.671		6351	1555	117	4529	150	4576	35	400	0	404
1588342493.918		4726	901	183	3478	164	3535	35	400	0	404
1588342494.165		7947	1521	120	6152	154	6196	35	400	0	404
1588342494.412		5071	1225	230	3455	161	3543	35	400	0	404
1588342494.656		6445	1467	117	4696	165	4746	35	400	0	404
1588342494.901		6137	418	1074	4528	117	4591	35	400	0	404
1588342495.144		7387	346	109	6513	419	6557	35	400	0	404
1588342495.387		7808	406	1548	5443	411	5517	35	400	0	404
1588342495.629		7696	1889	711	4313	783	4431	35	400	0	404
1588342495.871		11428	1080	78	9842	428	9907	35	400	0	404
1588342496.111		6167	428	1178	3698	863	3763	35	400	0	404
1588342496.351		6156	453	1003	4522	178	4617	35	400	0	404
1588342496.592		5760	855	68	4756	81	4817	35	400	0	404
1588342496.829		4304	683	175	3288	158	3320	35	400	0	404
1588342497.067		4887	444	65	4109	269	4088	35	400	0	404
1588342497.306		5657	408	66	4253	930	3117	35	400	0	404
1588342497.541		5047	831	68	3999	149	4058	35	400	0	404
1588342497.778		5325	1158	237	3473	457	3370	35	400	0	404
1588342498.014		6141	371	66	5543	161	5610	35	400	0	404
1588342498.247		6946	346	209	5405	986	5450	35	400	0	404
1588342498.481		5513	975	373	3961	204	4013	35	400	0	404
1588342498.716		7832	1956	136	5579	161	5627	35	400	0	404
1588342498.949		5033	468	154	4132	279	4202	35	400	0	404
1588342499.180		6565	1509	1047	3646	363	3697	35	400	0	404
1588342499.412		5080	370	59	4383	268	4435	35	400	0	404
1588342499.643		4988	785	576	3464	163	3517	35	400	0	404
1588342499.874		7398	343	69	6656	330	6689	35	400	0	404
1588342500.103		8026	360	3654	3610	402	3624	35	400	0	404
1588342500.332		7528	858	80	6448	142	6623	35	400	0	404
1588342500.560		5900	1399	1133	3029	339	3075	35	400	0	404
1588342500.789		6169	1502	117	4404	146	4455	35	400	0	404
1588342501.016		7707	722	359	6285	341	6399	35	400	0	404
1588342501.242		5139	366	852	3660	261	3701	35	400	0	404
1588342501.469		6354	419	64	5335	536	5396	35	400	0	404
1588342501.695		5009	939	87	3882	101	4034	35	400	0	404
1588342501.920		8203	2408	150	5526	119	5626	35	400	0	404
1588342502.143		4877	407	63	4280	127	4348	35	400	0	404
1588342502.367		5301	350	113	4646	192	4691	35	400	0	404
1588342502.591		4931	419	67	4135	310	4195	35	400	0	404
1588342502.813		5759	346	2091	3175	147	3168	35	400	0	404
1588342503.037		8059	1778	187	5940	154	6196	35	400	0	404
1588342503.258		10147	3357	1296	5249	245	710	35	400	0	404
1588342503.478		6345	401	66	5523	355	5220	35	400	0	404
1588342503.699		5747	1309	69	4189	180	4245	35	400	0	404
1588342503.919		10403	348	199	9437	419	9460	35	400	0	404
1588342504.140		5486	485	86	4654	261	4664	35	400	0	404
1588342504.359		10380	3716	5994	196	474	2964	35	400	0	404
1588342504.576		11873	6832	114	4769	158	4817	35	400	0	404
1588342504.794		7071	510	1929	4409	223	4458	35	400	0	404
1588342505.011		4457	384	65	3854	154	3916	35	400	0	404
1588342505.228		4692	1301	127	3130	134	3189	35	400	0	404
1588342505.446		10015	5032	401	4431	151	4609	35	400	0	404
1588342505.662		4620	424	65	3929	202	3988	35	400	0	404
1588342505.877		5485	1308	201	3664	312	3789	35	400	0	404
1588342506.092		5221	1351	216	3448	206	3502	35	400	0	404
1588342506.306		4824	789	209	3485	341	3522	35	400	0	404
1588342506.520		5234	1130	220	3515	369	3579	35	400	0	404
1588342506.733		5830	398	108	4506	818	4557	35	400	0	404
1588342506.946		5302	1216	372	3197	517	3381	35	400	0	404
1588342507.158		5453	876	70	4419	88	4515	35	400	0	404
1588342507.371		6759	737	223	5397	402	5443	35	400	0	404
1588342507.583		5011	1442	143	3326	100	3483	35	400	0	404
1588342507.794		6597	466	70	5898	163	5973	35	400	0	404
1588342508.003		5940	677	99	5071	93	5151	35	400	0	404
1588342508.215		5464	1185	268	3352	659	3570	35	400	0	404
1588342508.424		4405	896	236	2924	349	2970	35	400	0	404
1588342508.632		5319	434	68	4631	186	4699	35	400	0	404
1588342508.842		5575	352	57	4522	644	4526	35	400	0	404
1588342509.049		5841	1728	127	3857	129	3937	35	400	0	404
1588342509.258		5506	410	65	4723	308	4785	35	400	0	404
1588342509.465		5169	1273	102	3347	447	3396	35	400	0	404
1588342509.673		4903	404	213	4140	146	3907	35	400	0	404
1588342509.878		8528	705	91	7554	178	7762	35	400	0	404
1588342510.084		5994	1400	160	4251	183	4331	35	400	0	404
1588342510.290		6381	811	1021	4374	175	4428	35	400	0	404
1588342510.496		14079	537	119	13088	335	13143	35	400	0	404
1588342510.700		6186	388	60	5323	415	5370	35	400	0	404
1588342510.905		5506	1444	105	3690	267	3662	35	400	0	404
1588342511.108		4558	711	158	3542	147	3589	35	400	0	404
1588342511.311		6142	343	54	5475	270	5469	35	400	0	404
1588342511.516		6500	532	1925	3704	339	3747	35	400	0	404
1588342511.717		4245	344	116	3638	147	3684	35	400	0	404
1588342511.920		6100	343	106	5390	261	5434	35	400	0	404
1588342512.121		7546	436	2328	4441	341	4512	35	400	0	404
1588342512.323		6644	436	64	5893	251	5793	35	400	0	404
1588342512.525		15324	8116	152	6894	162	6976	35	400	0	404
1588342512.724		5783	1127	301	4194	161	4358	35	400	0	404
1588342512.926		4415	406	119	3653	237	3699	35	400	0	404
1588342513.125		5313	975	123	3989	226	4130	35	400	0	404
1588342513.325		5202	866	213	3944	179	4002	35	400	0	404
1588342513.527		7350	405	54	6733	158	6804	35	400	0	404
1588342513.722		8853	1282	123	6900	548	7265	35	400	0	404
1588342513.920		5395	479	70	4093	753	4005	35	400	0	404
1588342514.118		10030	833	66	8804	327	8857	35	400	0	404
1588342514.316		6110	1298	81	4568	163	4432	35	400	0	404
1588342514.513		6917	342	109	6245	221	6289	35	400	0	404
1588342514.709		7742	2450	312	4894	86	5001	35	400	0	404
1588342514.906		5891	1194	439	3729	529	4172	35	400	0	404
1588342515.172		6966	437	149	5623	757	5682	35	400	0	404
1588342515.296		6978	794	87	5731	366	5762	35	400	0	404
1588342515.492		8146	355	121	7389	281	7435	35	400	0	404
1588342515.687		5065	879	199	3708	279	3770	35	400	0	404
1588342515.882		5413	338	1630	3105	340	3150	35	400	0	404
1588342516.075		7290	1416	108	5362	404	5390	35	400	0	404
1588342516.270		6304	1495	874	3638	297	3716	35	400	0	404
1588342516.462		5554	1280	751	3238	285	3286	35	400	0	404
1588342516.655		6724	1470	937	3981	336	4035	35	400	0	404
1588342516.848		4457	396	63	3841	157	3863	35	400	0	404
1588342517.041		4793	359	54	4162	218	4211	35	400	0	404
1588342517.233		4556	404	65	3924	163	3983	35	400	0	404
1588342517.423		5738	1353	798	3283	304	3331	35	400	0	404
1588342517.615		6048	1355	1033	3351	309	3399	35	400	0	404
1588342517.806		7096	1551	920	4289	336	4312	35	400	0	404
1588342517.996		6126	1283	741	3774	328	3821	35	400	0	404
1588342518.186		6492	1535	894	3753	310	3812	35	400	0	404
1588342518.376		7250	2734	4120	109	287	167	35	400	0	404
1588342518.565		6411	1282	762	3872	495	3906	35	400	0	404
1588342518.755		4693	442	70	3790	391	3849	35	400	0	404
1588342518.944		6255	473	65	5210	507	5271	35	400	0	404
1588342519.132		9479	2325	2718	4142	294	4205	35	400	0	404
1588342519.321		7161	2426	866	3549	320	3603	35	400	0	404
1588342519.509		7593	1762	1310	4224	297	4269	35	400	0	404
1588342519.695		5571	1690	932	2785	164	2844	35	400	0	404
1588342519.882		9467	873	69	8298	227	8369	35	400	0	404
1588342520.070		6945	1325	735	4583	302	4631	35	400	0	404
1588342520.257		6518	1495	913	3795	315	3861	35	400	0	404
1588342520.443		8054	1350	1118	5233	353	5292	35	400	0	404
1588342520.628		6546	1639	1128	3282	497	3339	35	400	0	404
1588342520.813		6635	1519	911	3893	312	3953	35	400	0	404
1588342520.999		4963	359	57	4405	142	4464	35	400	0	404
1588342521.184		6210	422	65	5573	150	5636	35	400	0	404
1588342521.369		7600	3075	4114	117	294	189	35	400	0	404
1588342521.553		10248	1322	754	7847	325	7943	35	400	0	404
1588342521.737		5278	1651	1289	2169	169	2223	35	400	0	404
1588342521.921		5762	313	54	5180	215	5222	35	400	0	404
1588342522.103		4171	338	52	3656	125	3700	35	400	0	404
1588342522.287		6006	1431	864	3416	295	3465	35	400	0	404
1588342522.470		6523	1474	863	3883	303	3934	35	400	0	404
1588342522.651		6408	1768	884	3432	324	3487	35	400	0	404
1588342522.835		7350	1471	1432	4149	298	4094	35	400	0	404
1588342523.016		11909	1436	822	9292	359	9327	35	400	0	404
1588342523.197		5743	409	64	5052	218	5077	35	400	0	404
1588342523.379		9981	334	52	9408	187	9453	35	400	0	404
1588342523.559		6176	1548	1318	2983	327	3027	35	400	0	404
1588342523.740		5684	1467	1048	2857	312	2921	35	400	0	404
1588342523.920		6454	1548	920	3680	306	3743	35	400	0	404
1588342524.101		5897	1360	765	3466	306	3512	35	400	0	404
1588342524.280		5543	1436	1111	2718	278	2771	35	400	0	404
1588342524.459		5791	1461	1307	2719	304	2780	35	400	0	404
1588342524.641		6401	586	185	5426	204	5487	35	400	0	404
1588342524.817		5177	459	73	4498	147	4498	35	400	0	404
1588342524.997		4691	469	69	3977	176	4053	35	400	0	404
1588342525.174		6200	1449	1225	3216	310	3269	35	400	0	404
1588342525.353		8961	407	70	8312	172	8375	35	400	0	404
1588342525.531		4487	343	52	3925	167	3979	35	400	0	404
1588342525.707		4622	377	68	4001	176	4058	35	400	0	404
1588342525.886		7366	496	143	6568	159	6627	35	400	0	404
1588342526.062		5606	1345	776	3190	295	3240	35	400	0	404
1588342526.238		6522	1746	1193	3262	321	3324	35	400	0	404
1588342526.416		7509	1209	940	5055	305	5104	35	400	0	404
1588342526.591		5968	1430	980	3120	438	3166	35	400	0	404
1588342526.766		6004	1412	868	3407	317	3467	35	400	0	404
1588342526.943		7393	1506	1111	4443	333	4493	35	400	0	404
1588342527.118		5351	1488	944	2622	297	2669	35	400	0	404
1588342527.293		4232	495	66	3506	165	3560	35	400	0	404
1588342527.468		6729	1791	932	3552	454	3528	35	400	0	404
1588342527.647		8006	913	86	6640	367	6708	35	400	0	404
1588342527.816		5215	1291	948	2699	277	2755	35	400	0	404
1588342527.991		5313	1343	947	2597	426	2649	35	400	0	404
1588342528.166		9240	2309	1379	5134	418	5196	35	400	0	404
1588342528.338		5131	415	215	4234	267	4106	35	400	0	404
1588342528.510		4626	414	413	3597	202	3587	35	400	0	404
1588342528.684		4500	422	68	3870	140	3939	35	400	0	404
1588342528.856		5735	1341	894	3061	439	3110	35	400	0	404
1588342529.028		5349	398	66	4625	260	4526	35	400	0	404
1588342529.201		5348	408	94	4622	224	4671	35	400	0	404
1588342529.373		6186	1650	980	3190	366	3236	35	400	0	404
1588342529.544		6518	1683	776	3774	285	3841	35	400	0	404
1588342529.715		6628	2008	1069	3295	256	3377	35	400	0	404
1588342529.887		5897	590	102	4689	516	3849	35	400	0	404
1588342530.057		6493	498	80	5715	200	5781	35	400	0	404
1588342530.228		16927	340	97	16216	274	16237	35	400	0	404
1588342530.398		10856	4910	1159	4117	670	7655	35	400	0	404
1588342530.568		5029	427	854	3595	153	2500	35	400	0	404
1588342530.739		7926	404	381	7046	95	7055	35	400	0	404
1588342530.908		5518	427	64	4924	103	4984	35	400	0	404
1588342531.077		5359	380	55	4746	178	4788	35	400	0	404
1588342531.249		13167	2833	143	6685	3506	6711	35	400	0	404
1588342531.416		4805	421	66	4185	133	4232	35	400	0	404
1588342531.584		5819	544	57	5122	96	5169	35	400	0	404
1588342531.753		5505	366	58	4307	774	4357	35	400	0	404
1588342531.921		5606	448	69	4857	232	4130	35	400	0	404
1588342532.089		4595	340	53	4046	156	4092	35	400	0	404
1588342532.257		4966	426	64	4147	329	4207	35	400	0	404
1588342532.424		5803	1212	319	3944	328	3994	35	400	0	404
1588342532.592		4817	348	53	4258	158	4316	35	400	0	404
1588342532.759		6271	1385	326	4240	320	4247	35	400	0	404
1588342532.926		5565	438	69	4148	910	4211	35	400	0	404
1588342533.091		13864	1310	268	11971	315	12017	35	400	0	404
1588342533.258		4091	397	54	3484	156	3531	35	400	0	404
1588342533.424		6102	499	47	5394	162	5434	35	400	0	404
1588342533.590		4412	334	53	3784	241	3833	35	400	0	404
1588342533.756		4025	328	52	3509	136	3551	35	400	0	404
1588342533.920		3952	356	53	3406	137	3459	35	400	0	404
1588342534.086		7174	1351	1105	4425	293	4465	35	400	0	404
1588342534.251		7944	307	52	7480	105	7523	35	400	0	404
1588342534.415		14006	6628	85	7130	163	7191	35	400	0	404
1588342534.581		7138	1705	1293	3811	329	3852	35	400	0	404
1588342534.754		6684	554	62	5925	143	5950	35	400	0	404
1588342534.909		5518	456	941	3075	1046	3137	35	400	0	404
1588342535.072		7963	809	76	6142	936	6189	35	400	0	404
1588342535.237		17243	1126	197	14410	1510	12820	35	400	0	404
1588342535.399		5677	405	64	5032	176	5098	35	400	0	404
1588342535.563		7281	420	263	6447	151	6506	35	400	0	404
1588342535.725		6102	1742	114	4077	169	5345	35	400	0	404
1588342535.888		4847	441	69	4090	247	4152	35	400	0	404
1588342536.051		7405	957	124	5613	711	5672	35	400	0	404
1588342536.213		4357	357	112	3672	216	3712	35	400	0	404
1588342536.375		5713	1025	125	4421	142	4434	35	400	0	404
1588342536.538		4700	523	80	3807	290	3851	35	400	0	404
1588342536.698		8375	2092	152	5987	144	6057	35	400	0	404
1588342536.860		6768	509	3430	2487	342	2553	35	400	0	404
1588342537.025		5888	1642	127	3970	149	3874	35	400	0	404
1588342537.182		5266	360	54	4686	166	4754	35	400	0	404
1588342537.345		8039	746	125	5900	1268	6012	35	400	0	404
1588342537.505		4708	1157	323	2803	425	2897	35	400	0	404
1588342537.664		9141	345	53	8562	181	8608	35	400	0	404
1588342537.824		5427	568	71	4633	155	4692	35	400	0	404
1588342537.984		5194	1229	313	2724	928	3037	35	400	0	404
1588342538.144		5745	511	128	4789	317	4843	35	400	0	404
1588342538.305		5849	787	1066	3240	756	3296	35	400	0	404
1588342538.464		5055	988	57	3902	108	4034	35	400	0	404
1588342538.623		4608	1246	105	3113	144	3164	35	400	0	404
1588342538.783		6366	349	53	5823	141	5866	35	400	0	404
1588342538.941		4840	1195	338	2883	424	2960	35	400	0	404
1588342539.100		4944	412	77	4285	170	4345	35	400	0	404
1588342539.257		5355	935	270	3159	991	3325	35	400	0	404
1588342539.417		5137	1088	386	2764	899	2954	35	400	0	404
1588342539.575		7061	1233	318	2980	2530	3295	35	400	0	404
1588342539.731		4417	1212	255	2566	384	2737	35	400	0	404
1588342539.892		12562	1790	101	10578	93	10720	35	400	0	404
1588342540.048		4897	461	56	3826	554	3874	35	400	0	404
1588342540.205		4799	1035	352	2830	582	2762	35	400	0	404
1588342540.362		13383	892	502	11484	505	11364	35	400	0	404
1588342540.518		6163	1154	388	3365	1256	3653	35	400	0	404
1588342540.676		9425	1445	1842	5780	358	5813	35	400	0	404
1588342540.843		10889	1734	1204	7371	580	7415	35	400	0	404
1588342540.988		5128	1501	1054	2405	168	2462	35	400	0	404
1588342541.144		6125	2349	214	3262	300	3317	35	400	0	404
1588342541.300		6167	595	308	5092	172	5162	35	400	0	404
1588342541.455		6182	416	432	5186	148	5241	35	400	0	404
1588342541.611		5524	998	64	4300	162	4355	35	400	0	404
1588342541.772		8524	2332	444	4594	1154	4649	35	400	0	404
1588342541.921		8839	1010	218	7227	384	7246	35	400	0	404
1588342542.076		5823	1617	1161	2746	299	2804	35	400	0	404
1588342542.231		6069	1313	1132	3313	311	3361	35	400	0	404
1588342542.385		7822	1915	1749	3843	315	3887	35	400	0	404
1588342542.540		7039	1879	4703	120	337	181	35	400	0	404
1588342542.694		7261	2313	1617	2795	536	2882	35	400	0	404
1588342542.848		22250	585	110	21317	238	21515	35	400	0	404
1588342543.002		5083	413	65	4378	227	4434	35	400	0	404
1588342543.155		6073	1629	1458	2628	358	2686	35	400	0	404
1588342543.310		5893	471	83	5101	238	5182	35	400	0	404
1588342543.462		4686	433	65	4016	172	4077	35	400	0	404
1588342543.616		6244	425	65	5441	313	5505	35	400	0	404
1588342543.769		16644	1746	1407	12776	715	12594	35	400	0	404
1588342543.921		4680	493	64	3939	184	4026	35	400	0	404
1588342544.073		6125	1704	1092	3021	308	3084	35	400	0	404
1588342544.227		6071	1351	936	3457	327	3499	35	400	0	404
1588342544.379		9222	1401	1638	5870	313	5918	35	400	0	404
1588342544.530		5950	1433	972	3232	313	3276	35	400	0	404
1588342544.682		5825	1346	4066	110	303	160	35	400	0	404
1588342544.835		7841	1866	1663	3735	577	3782	35	400	0	404
1588342544.985		6718	1513	4720	116	369	166	35	400	0	404
1588342545.137		6643	870	87	5488	198	5996	35	400	0	404
1588342545.289		9636	1807	324	6078	1427	6281	35	400	0	404
1588342545.439		18117	336	61	17642	78	17685	35	400	0	404
1588342545.589		5006	1061	513	2966	466	3025	35	400	0	404
1588342545.741		24703	2150	2193	19609	751	2929	35	400	0	404
1588342545.891		4648	434	70	4051	93	4157	35	400	0	404
1588342546.041		6323	478	64	5697	84	5759	35	400	0	404
1588342546.192		5408	402	68	4412	526	4449	35	400	0	404
1588342546.341		4198	981	117	2962	138	2888	35	400	0	404
1588342546.491		6349	1496	142	4555	156	4600	35	400	0	404
1588342546.641		5632	429	66	4555	582	4617	35	400	0	404
1588342546.791		4335	964	102	3135	134	3329	35	400	0	404
1588342546.939		4630	1161	73	3307	89	3306	35	400	0	404
1588342547.089		4945	412	68	4320	145	4346	35	400	0	404
1588342547.239		4942	1126	130	3539	147	3773	35	400	0	404
1588342547.387		10455	385	146	9572	352	9347	35	400	0	404
1588342547.536		6733	455	66	6020	192	6119	35	400	0	404
1588342547.685		5241	867	164	4073	137	4120	35	400	0	404
1588342547.832		4662	344	101	3954	263	4002	35	400	0	404
1588342547.980		5555	948	331	3968	308	3922	35	400	0	404
1588342548.128		6662	371	64	6052	175	6113	35	400	0	404
1588342548.276		6687	2469	221	3736	261	5329	35	400	0	404
1588342548.424		6102	917	69	4863	253	4931	35	400	0	404
1588342548.571		5397	529	93	4622	153	4706	35	400	0	404
1588342548.718		4871	406	75	4091	299	4080	35	400	0	404
1588342548.867		22804	482	3422	5692	13208	5729	35	400	0	404
1588342549.014		4942	935	145	3693	169	3759	35	400	0	404
1588342549.164		6900	1409	104	5245	142	5292	35	400	0	404
1588342549.306		6551	781	125	5280	365	3654	35	400	0	404
1588342549.453		5454	985	78	4240	151	4310	35	400	0	404
